Symbol,Name,IPOyear,Sector,Industry
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a
TIER,"TIER REIT, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
TIF,Tiffany & Co.,1987,Consumer Services,Consumer Specialties
TLYS,"Tilly&#39;s, Inc.",2012,Consumer Services,Clothing/Shoe/Accessory Stores
TSU,TIM Participacoes S.A.,n/a,Public Utilities,Telecommunications Equipment
TWX,Time Warner Inc.,n/a,Consumer Services,Television Services
TKR,Timken Company (The),n/a,Capital Goods,Metal Fabrications
TMST,Timken Steel Corporation,2014,Basic Industries,Steel/Iron Ore
TWI,"Titan International, Inc.",n/a,Basic Industries,Steel/Iron Ore
TJX,"TJX Companies, Inc. (The)",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
TOL,"Toll Brothers, Inc.",n/a,Capital Goods,Homebuilding
TR,"Tootsie Roll Industries, Inc.",n/a,Consumer Non-Durables,Specialty Foods
BLD,TopBuild Corp.,2015,Basic Industries,Engineering & Construction
TMK,Torchmark Corporation,n/a,Finance,Life Insurance
TMK^C,Torchmark Corporation,n/a,n/a,n/a
TTC,Toro Company (The),n/a,Capital Goods,Tools/Hardware
TD,Toronto Dominion Bank (The),n/a,Finance,Commercial Banks
NDP,"Tortoise Energy Independence Fund, Inc.",2012,n/a,n/a
TYG,Tortoise Energy Infrastructure Corporation,2004,n/a,n/a
NTG,"Tortoise MLP Fund, Inc.",2010,n/a,n/a
TTP,"Tortoise Pipeline & Energy Fund, Inc.",2011,n/a,n/a
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",2009,n/a,n/a
TOT,Total S.A.,n/a,Energy,Oil & Gas Production
TSS,"Total System Services, Inc.",n/a,Miscellaneous,Business Services
TOWR,"Tower International, Inc.",2010,Capital Goods,Auto Parts:O.E.M.
TSQ,"Townsquare Media, Inc.",2014,Consumer Services,Broadcasting
TM,Toyota Motor Corp Ltd Ord,n/a,Capital Goods,Auto Manufacturing
TPGE,TPG Pace Energy Holdings Corp.,2017,Finance,Business Services
TPGE.U,TPG Pace Energy Holdings Corp.,2017,n/a,n/a
TPGE.WS,TPG Pace Energy Holdings Corp.,n/a,n/a,n/a
TPGH,TPG Pace Holdings Corp.,2017,Finance,Business Services
TPGH.U,TPG Pace Holdings Corp.,2017,n/a,n/a
TPGH.WS,TPG Pace Holdings Corp.,n/a,n/a,n/a
TRTX,"TPG RE Finance Trust, Inc.",2017,Consumer Services,Real Estate Investment Trusts
TSLX,"TPG Specialty Lending, Inc.",2014,n/a,n/a
TAC,TransAlta Corporation,n/a,Public Utilities,Electric Utilities: Central
TRP,TransCanada Corporation,n/a,Public Utilities,Natural Gas Distribution
TCI,"Transcontinental Realty Investors, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
TDG,Transdigm Group Incorporated,2006,Capital Goods,Military/Government/Technical
TLP,TransMontaigne Partners L.P.,2005,Energy,Natural Gas Distribution
RIG,Transocean Ltd.,n/a,Energy,Oil & Gas Production
TGS,Transportadora De Gas Sa Ord B,n/a,Public Utilities,Natural Gas Distribution
TRU,TransUnion,2015,Finance,Finance: Consumer Services
TVPT,Travelport Worldwide Limited,2014,Consumer Services,Transportation Services
TREC,Trecora Resources,n/a,Energy,Integrated oil Companies
TG,Tredegar Corporation,n/a,Capital Goods,Metal Fabrications
THS,"Treehouse Foods, Inc.",n/a,Consumer Non-Durables,Packaged Foods
TREX,"Trex Company, Inc.",n/a,Basic Industries,Forest Products
TY,Tri Continental Corporation,n/a,n/a,n/a
TY^,Tri Continental Corporation,n/a,Consumer Services,Miscellaneous
TPH,"TRI Pointe Group, Inc.",2013,Capital Goods,Homebuilding
TCAP,Triangle Capital Corporation,2007,n/a,n/a
TCCA,Triangle Capital Corporation,n/a,n/a,n/a
TCCB,Triangle Capital Corporation,2015,n/a,n/a
TRCO,Tribune Media Company,2014,Consumer Services,Broadcasting
TNET,"TriNet Group, Inc.",2014,Miscellaneous,Business Services
TRN,"Trinity Industries, Inc.",n/a,Capital Goods,Railroads
TSE,Trinseo S.A.,2014,Basic Industries,Major Chemicals
TPVG,TriplePoint Venture Growth BDC Corp.,2014,n/a,n/a
TPVY,TriplePoint Venture Growth BDC Corp.,2017,n/a,n/a
GTS,Triple-S Management Corporation,2007,Finance,Accident &Health Insurance
TRTN,Triton International Limited,2016,Technology,Diversified Commercial Services
TGI,"Triumph Group, Inc.",1996,Capital Goods,Aerospace
TROX,Tronox Limited,n/a,Basic Industries,Major Chemicals
TBI,"TrueBlue, Inc.",n/a,Technology,Professional Services
TNP,Tsakos Energy Navigation Ltd,2002,Transportation,Marine Transportation
TNP^B,Tsakos Energy Navigation Ltd,n/a,n/a,n/a
TNP^C,Tsakos Energy Navigation Ltd,n/a,n/a,n/a
TNP^D,Tsakos Energy Navigation Ltd,n/a,n/a,n/a
TNP^E,Tsakos Energy Navigation Ltd,n/a,n/a,n/a
TUP,Tupperware Brands Corporation,n/a,Consumer Non-Durables,Plastic Products
TKC,Turkcell Iletisim Hizmetleri AS,n/a,Public Utilities,Telecommunications Equipment
TPB,"Turning Point Brands, Inc.",2016,Consumer Non-Durables,Tobacco
TRQ,Turquoise Hill Resources Ltd.,n/a,Basic Industries,Precious Metals
TPC,Tutor Perini Corporation,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TWLO,Twilio Inc.,2016,Technology,Computer Software: Prepackaged Software
TWTR,"Twitter, Inc.",2013,Technology,"Computer Software: Programming, Data Processing"
TWO,Two Harbors Investments Corp,n/a,Consumer Services,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp,n/a,n/a,n/a
TWO^B,Two Harbors Investments Corp,n/a,n/a,n/a
TWO^C,Two Harbors Investments Corp,n/a,n/a,n/a
TYL,"Tyler Technologies, Inc.",n/a,Technology,Computer Software: Prepackaged Software
TSN,"Tyson Foods, Inc.",n/a,Consumer Non-Durables,Meat/Poultry/Fish
USB,U.S. Bancorp,n/a,Finance,Major Banks
USB^A,U.S. Bancorp,n/a,Finance,Major Banks
USB^H,U.S. Bancorp,n/a,n/a,n/a
USB^M,U.S. Bancorp,n/a,n/a,n/a
USB^O,U.S. Bancorp,n/a,n/a,n/a
USPH,"U.S. Physical Therapy, Inc.",1992,Health Care,Medical/Nursing Services
SLCA,"U.S. Silica Holdings, Inc.",2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UBS,UBS AG,2014,Finance,Major Banks
UGI,UGI Corporation,n/a,Public Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A.,n/a,Public Utilities,Oil/Gas Transmission
UMH,"UMH Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
UMH^B,"UMH Properties, Inc.",n/a,n/a,n/a
UMH^C,"UMH Properties, Inc.",n/a,n/a,n/a
UMH^D,"UMH Properties, Inc.",n/a,n/a,n/a
UA,"Under Armour, Inc.",2016,Consumer Non-Durables,Apparel
UAA,"Under Armour, Inc.",n/a,Consumer Non-Durables,Apparel
UFI,"Unifi, Inc.",n/a,Consumer Non-Durables,Textiles
UNF,Unifirst Corporation,n/a,Consumer Services,Other Consumer Services
UN,Unilever NV,n/a,Basic Industries,Package Goods/Cosmetics
UL,Unilever PLC,n/a,Basic Industries,Package Goods/Cosmetics
LTN.U,Union Acquisition Corp.,2018,n/a,n/a
UNP,Union Pacific Corporation,n/a,Transportation,Railroads
UIS,Unisys Corporation,n/a,Technology,EDP Services
UNT,Unit Corporation,n/a,Energy,Oil & Gas Production
UAL,"United Continental Holdings, Inc.",n/a,Transportation,Air Freight/Delivery Services
UDR,"United Dominion Realty Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
UMC,United Microelectronics Corporation,n/a,Technology,Semiconductors
UPS,"United Parcel Service, Inc.",1999,Transportation,Trucking Freight/Courier Services
URI,"United Rentals, Inc.",1997,Technology,Diversified Commercial Services
USM,United States Cellular Corporation,1988,Public Utilities,Telecommunications Equipment
UZA,United States Cellular Corporation,n/a,Public Utilities,Telecommunications Equipment
UZB,United States Cellular Corporation,2014,Public Utilities,Telecommunications Equipment
UZC,United States Cellular Corporation,2015,Public Utilities,Telecommunications Equipment
X,United States Steel Corporation,n/a,Basic Industries,Steel/Iron Ore
UTX,United Technologies Corporation,n/a,Capital Goods,Aerospace
UNH,UnitedHealth Group Incorporated,n/a,Health Care,Medical Specialities
UTL,UNITIL Corporation,n/a,Public Utilities,Power Generation
UNVR,Univar Inc.,2015,Consumer Durables,Specialty Chemicals
UVV,Universal Corporation,n/a,Consumer Services,Farming/Seeds/Milling
UHT,Universal Health Realty Income Trust,n/a,Consumer Services,Real Estate Investment Trusts
UHS,"Universal Health Services, Inc.",n/a,Health Care,Hospital/Nursing Management
UVE,UNIVERSAL INSURANCE HOLDINGS INC,n/a,Finance,Property-Casualty Insurers
UTI,Universal Technical Institute Inc,2003,Consumer Services,Other Consumer Services
UNM,Unum Group,n/a,Finance,Accident &Health Insurance
UE,Urban Edge Properties,2015,Finance,Real Estate
UBA,Urstadt Biddle Properties Inc.,n/a,Consumer Services,Real Estate Investment Trusts
UBP,Urstadt Biddle Properties Inc.,n/a,Consumer Services,Real Estate Investment Trusts
UBP^G,Urstadt Biddle Properties Inc.,n/a,n/a,n/a
UBP^H,Urstadt Biddle Properties Inc.,n/a,n/a,n/a
USFD,US Foods Holding Corp.,2016,Consumer Non-Durables,Food Distributors
USAC,"USA Compression Partners, LP",2013,Public Utilities,Natural Gas Distribution
USNA,"USANA Health Sciences, Inc.",n/a,Consumer Durables,Specialty Chemicals
USDP,USD Partners LP,2014,Transportation,Railroads
USG,USG Corporation,n/a,Capital Goods,Building Materials
BIF,"USLIFE Income Fund, Inc.",n/a,n/a,n/a
VFC,V.F. Corporation,n/a,Consumer Non-Durables,Apparel
EGY,Vaalco Energy Inc,n/a,Energy,Oil & Gas Production
MTN,"Vail Resorts, Inc.",1997,Consumer Services,Services-Misc. Amusement & Recreation
VALE,VALE S.A.,n/a,n/a,n/a
VRX,"Valeant Pharmaceuticals International, Inc.",n/a,Health Care,Major Pharmaceuticals
VLO,Valero Energy Corporation,n/a,Energy,Integrated oil Companies
VLP,Valero Energy Partners LP,2013,Energy,Natural Gas Distribution
VHI,"Valhi, Inc.",n/a,Basic Industries,Major Chemicals
VR,"Validus Holdings, Ltd.",2007,Finance,Property-Casualty Insurers
VR^A,"Validus Holdings, Ltd.",n/a,n/a,n/a
VR^B,"Validus Holdings, Ltd.",n/a,n/a,n/a
VLY,Valley National Bancorp,n/a,Finance,Major Banks
VLY.WS,Valley National Bancorp,n/a,n/a,n/a
VLY^A,Valley National Bancorp,n/a,Finance,Major Banks
VLY^B,Valley National Bancorp,n/a,n/a,n/a
VMI,"Valmont Industries, Inc.",n/a,Capital Goods,Metal Fabrications
VVV,Valvoline Inc.,2016,Basic Industries,Major Chemicals
VAR,"Varian Medical Systems, Inc.",n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VGR,Vector Group Ltd.,n/a,Consumer Non-Durables,Farming/Seeds/Milling
VVC,Vectren Corporation,n/a,Public Utilities,Natural Gas Distribution
VEC,"Vectrus, Inc.",2014,Consumer Services,Diversified Commercial Services
VEDL,Vedanta  Limited,2013,Capital Goods,Metal Fabrications
VEEV,Veeva Systems Inc.,2013,Technology,Computer Software: Prepackaged Software
VNTR,Venator Materials PLC,2017,Basic Industries,Major Chemicals
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",n/a,Consumer Services,Real Estate Investment Trusts
VTR,"Ventas, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
VER,VEREIT Inc.,n/a,Consumer Services,Real Estate Investment Trusts
VER^F,VEREIT Inc.,n/a,n/a,n/a
PAY,"Verifone Systems, Inc.",2005,Miscellaneous,Office Equipment/Supplies/Services
VRTV,Veritiv Corporation,2014,Consumer Services,Paper
VZ,Verizon Communications Inc.,n/a,Public Utilities,Telecommunications Equipment
VZA,Verizon Communications Inc.,2014,Public Utilities,Telecommunications Equipment
VET,Vermilion Energy Inc.,n/a,Energy,Oil & Gas Production
VRS,Verso Corporation,2016,Basic Industries,Paper
VSM,"Versum Materials, Inc.",2016,Basic Industries,Major Chemicals
VVI,Viad Corp,n/a,Miscellaneous,Business Services
VICI,VICI Properties Inc.,2018,Consumer Services,Real Estate Investment Trusts
VCO,Vina Concha Y Toro,1994,Consumer Non-Durables,Beverages (Production/Distribution)
VNCE,Vince Holding Corp.,2013,Consumer Services,Clothing/Shoe/Accessory Stores
VIPS,Vipshop Holdings Limited,2012,Consumer Services,Catalog/Specialty Distribution
ZTR,Virtus Global Dividend & Income Fund Inc.,1988,n/a,n/a
VGI,Virtus Global Multi-Sector Income Fund,2012,n/a,n/a
ZF,Virtus Total Return Fund Inc.,1986,n/a,n/a
V,Visa Inc.,n/a,Miscellaneous,Business Services
VSH,"Vishay Intertechnology, Inc.",n/a,Capital Goods,Electrical Products
VPG,"Vishay Precision Group, Inc.",n/a,Capital Goods,Electrical Products
VSTO,Vista Outdoor Inc.,2015,Capital Goods,Ordnance And Accessories
VST,Vistra Energy Corp.,n/a,Public Utilities,Electric Utilities: Central
VSI,"Vitamin Shoppe, Inc",2009,Consumer Non-Durables,Food Chains
VSLR,"Vivint Solar, Inc.",2014,Capital Goods,Building Products
VMW,"Vmware, Inc.",2007,Technology,Computer Software: Prepackaged Software
VOC,VOC Energy Trust,2011,Energy,Oil & Gas Production
VCRA,"Vocera Communications, Inc.",2012,Consumer Durables,Telecommunications Equipment
VG,Vonage Holdings Corp.,2006,Public Utilities,Telecommunications Equipment
VNO,Vornado Realty Trust,n/a,Consumer Services,Real Estate Investment Trusts
VNO^K,Vornado Realty Trust,n/a,n/a,n/a
VNO^L,Vornado Realty Trust,n/a,n/a,n/a
VNO^M,Vornado Realty Trust,n/a,n/a,n/a
VJET,voxeljet AG,2013,Capital Goods,Industrial Machinery/Components
IAE,Voya Asia Pacific High Dividend Equity Income Fund,2007,n/a,n/a
IHD,Voya Emerging Markets High Income Dividend Equity Fund,2011,n/a,n/a
VOYA,"Voya Financial, Inc.",2013,Finance,Life Insurance
IGA,Voya Global Advantage and Premium Opportunity Fund,2005,n/a,n/a
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,2005,n/a,n/a
IDE,"Voya Infrastructure, Industrials and Materials Fund",2010,n/a,n/a
IID,Voya International High Dividend Equity Income Fund,2007,n/a,n/a
IRR,Voya Natural Resources Equity Income Fund,n/a,n/a,n/a
PPR,Voya Prime Rate Trust,n/a,n/a,n/a
VMC,Vulcan Materials Company,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
WTI,"W&T Offshore, Inc.",2005,Energy,Oil & Gas Production
WPC,W.P. Carey Inc.,n/a,Consumer Services,Real Estate Investment Trusts
WRB,W.R. Berkley Corporation,n/a,Finance,Property-Casualty Insurers
WRB^B,W.R. Berkley Corporation,n/a,n/a,n/a
WRB^C,W.R. Berkley Corporation,n/a,n/a,n/a
WRB^D,W.R. Berkley Corporation,n/a,n/a,n/a
GRA,W.R. Grace & Co.,n/a,Basic Industries,Major Chemicals
GWW,"W.W. Grainger, Inc.",n/a,Consumer Services,Office Equipment/Supplies/Services
WNC,Wabash National Corporation,1991,Capital Goods,Construction/Ag Equipment/Trucks
WBC,Wabco Holdings Inc.,n/a,Capital Goods,Auto Manufacturing
WDR,"Waddell & Reed Financial, Inc.",1998,Finance,Investment Bankers/Brokers/Service
WAGE,"WageWorks, Inc.",2012,Miscellaneous,Business Services
WD,"Walker & Dunlop, Inc.",2010,Finance,Finance: Consumer Services
WMT,Walmart Inc.,n/a,Consumer Services,Department/Specialty Retail Stores
DIS,Walt Disney Company (The),n/a,Consumer Services,Television Services
HCC,"Warrior Met Coal, Inc.",2017,Energy,Coal Mining
WPG,Washington Prime Group Inc.,2014,Consumer Services,Real Estate Investment Trusts
WPG^H,Washington Prime Group Inc.,n/a,n/a,n/a
WPG^I,Washington Prime Group Inc.,n/a,n/a,n/a
WRE,Washington Real Estate Investment Trust,n/a,n/a,n/a
WCN,"Waste Connections, Inc.",n/a,Public Utilities,Environmental Services
WM,"Waste Management, Inc.",n/a,Public Utilities,Environmental Services
WAT,Waters Corporation,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WSO,"Watsco, Inc.",n/a,Consumer Durables,Industrial Machinery/Components
WSO.B,"Watsco, Inc.",n/a,n/a,n/a
WTS,"Watts Water Technologies, Inc.",1986,Capital Goods,Metal Fabrications
W,Wayfair Inc.,2014,Consumer Services,Catalog/Specialty Distribution
WFT,Weatherford International plc,n/a,Energy,Metal Fabrications
WBS,Webster Financial Corporation,n/a,Finance,Major Banks
WBS^F,Webster Financial Corporation,n/a,n/a,n/a
WEC,"WEC Energy Group, Inc.",n/a,Public Utilities,Power Generation
WTW,Weight Watchers International Inc,2001,Consumer Services,Other Consumer Services
WRI,Weingarten Realty Investors,n/a,Consumer Services,Real Estate Investment Trusts
WMK,"Weis Markets, Inc.",n/a,Consumer Services,Food Chains
WBT,"Welbilt, Inc.",2016,Technology,Industrial Machinery/Components
WCG,"WellCare Health Plans, Inc.",2004,Health Care,Medical Specialities
WFC,Wells Fargo & Company,n/a,Finance,Major Banks
WFC.WS,Wells Fargo & Company,n/a,n/a,n/a
WFC^J,Wells Fargo & Company,n/a,n/a,n/a
WFC^L,Wells Fargo & Company,n/a,n/a,n/a
WFC^N,Wells Fargo & Company,n/a,n/a,n/a
WFC^O,Wells Fargo & Company,n/a,n/a,n/a
WFC^P,Wells Fargo & Company,n/a,n/a,n/a
WFC^Q,Wells Fargo & Company,n/a,n/a,n/a
WFC^R,Wells Fargo & Company,n/a,n/a,n/a
WFC^T,Wells Fargo & Company,n/a,n/a,n/a
WFC^V,Wells Fargo & Company,n/a,n/a,n/a
WFC^W,Wells Fargo & Company,n/a,n/a,n/a
WFC^X,Wells Fargo & Company,n/a,n/a,n/a
WFC^Y,Wells Fargo & Company,n/a,n/a,n/a
WFE^A,Wells Fargo & Company,n/a,n/a,n/a
EOD,Wells Fargo Global Dividend Opportunity Fund,2007,n/a,n/a
WELL,Welltower Inc.,n/a,Consumer Services,Real Estate Investment Trusts
WELL^I,Welltower Inc.,n/a,n/a,n/a
WAIR,"Wesco Aircraft Holdings, Inc.",2011,Capital Goods,Wholesale Distributors
WCC,"WESCO International, Inc.",1999,Consumer Non-Durables,Telecommunications Equipment
WST,"West Pharmaceutical Services, Inc.",n/a,Basic Industries,Specialty Chemicals
WR,"Westar Energy, Inc.",n/a,Public Utilities,Power Generation
WAL,Western Alliance Bancorporation,2005,Finance,Major Banks
WALA,Western Alliance Bancorporation,2016,Finance,Major Banks
WEA,Western Asset Bond Fund,2002,n/a,n/a
TLI,Western Asset Corporate Loan Fund Inc,1998,n/a,n/a
EMD,Western Asset Emerging Markets Debt Fund Inc,n/a,n/a,n/a
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,2009,n/a,n/a
EHI,Western Asset Global High Income Fund Inc,2003,n/a,n/a
HIX,Western Asset High Income Fund II Inc.,1998,n/a,n/a
HIO,"Western Asset High Income Opportunity Fund, Inc.",n/a,n/a,n/a
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,2010,n/a,n/a
SBI,Western Asset Intermediate Muni Fund Inc,1992,n/a,n/a
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,2009,n/a,n/a
MMU,"Western Asset Managed Municipals Fund, Inc.",1992,n/a,n/a
WMC,Western Asset Mortgage Capital Corporation,2012,Consumer Services,Real Estate Investment Trusts
DMO,Western Asset Mortgage Defined Opportunity Fund Inc,2010,n/a,n/a
MTT,Western Asset Municipal Defined Opportunity Trust Inc,2009,n/a,n/a
MHF,"Western Asset Municipal High Income Fund, Inc.",1988,n/a,n/a
MNP,"Western Asset Municipal Partners Fund, Inc.",1993,n/a,n/a
GFY,Western Asset Variable Rate Strategic Fund Inc.,2004,n/a,n/a
WIW,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,2004,n/a,n/a
WIA,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,2003,n/a,n/a
WGP,"Western Gas Equity Partners, LP",2012,Public Utilities,Natural Gas Distribution
WES,"Western Gas Partners, LP",2008,Public Utilities,Natural Gas Distribution
WU,Western Union Company (The),n/a,Miscellaneous,Business Services
WAB,Westinghouse Air Brake Technologies Corporation,n/a,Capital Goods,Railroads
WLK,Westlake Chemical Corporation,2004,Basic Industries,Major Chemicals
WLKP,Westlake Chemical Partners LP,2014,Basic Industries,Major Chemicals
WMLP,"Westmoreland Resource Partners, LP",2015,Energy,Coal Mining
WBK,Westpac Banking Corporation,n/a,Finance,Commercial Banks
WRK,Westrock Company,2015,Consumer Durables,Containers/Packaging
WHG,Westwood Holdings Group Inc,n/a,Finance,Investment Managers
WEX,WEX Inc.,n/a,Miscellaneous,Business Services
WY,Weyerhaeuser Company,n/a,Consumer Services,Real Estate Investment Trusts
WGL,WGL Holdings Inc,n/a,Public Utilities,Oil/Gas Transmission
WPM,Wheaton Precious Metals Corp.,n/a,Basic Industries,Precious Metals
WHR,Whirlpool Corporation,n/a,Consumer Durables,Consumer Electronics/Appliances
WTM,"White Mountains Insurance Group, Ltd.",n/a,Finance,Property-Casualty Insurers
WSR,Whitestone REIT,2010,Consumer Services,Real Estate Investment Trusts
WLL,Whiting Petroleum Corporation,2003,Energy,Oil & Gas Production
WOW,"WideOpenWest, Inc.",2017,Consumer Services,Television Services
